first,mid,last,city,state,birth date
Saruman,N,Tigh,Alexandria,VA,04/03/92
Cersei,N,Marshall,Washington,DC,02/14/02
Galen,E,Tyrell,Spotsylvania,VA,09/16/88
Jay,U,Phasma,Hershey,PA,03/04/80
Cassian,U,Trump,Richmond,VA,05/07/98
Saw,U,Anewalt,Greensboro,NC,03/15/01
Zoe,W,Aniston,Raleigh,NC,09/04/01
Galadriel,N,Adama,Hilton Head,SC,12/04/02
Sharon,G,Trump,Annapolis,MD,02/01/90
Jyn,Z,Baltar,Annapolis,MD,12/04/92
Galen,L,Aniston,Spotsylvania,VA,07/23/90
Laura,B,Davies,Washington,DC,01/04/02
Tywin,S,Andor,Blacksburg,VA,10/03/90
Tyrion,W,Rock,Washington,DC,01/22/02
Daenerys,G,Skywalker,Annapolis,MD,01/05/97
Finn,T,Vale,Charlottesville,VA,06/14/86
Jamie,X,Organa,Greenville,SC,02/08/02
Obi-wan,M,Vale,Alexandria,VA,03/26/93
Bodhi,K,Andor,Annapolis,MD,07/14/89
Anakin,A,Baggins,York,PA,08/21/01
Tywin,H,Anders,Spotsylvania,VA,07/30/02
Bodhi,L,Gaga,Baltimore,MD,11/29/78
Tyrion,L,Incredible,Lynchburg,VA,09/22/88
Katy,I,Baltar,Hilton Head,SC,12/05/87
Saul,B,Organa,Columbia,SC,08/24/79
Yoda,M,Aniston,Greensboro,NC,07/17/89
Jyn,J,Tarkin,Greensboro,NC,06/19/02
Beyonce,B,Tarkin,Washington,DC,08/24/02
Merry,X,Tarkin,Greenville,SC,09/08/91
Lady,K,Malbus,Annapolis,MD,08/06/83
Brad,O,Anders,Salisbury,MD,04/14/77
Wash,U,Tyrell,Arlington,VA,08/29/77
Jay,V,Tyrol,Baltimore,MD,03/14/96
Tywin,P,Tigh,Richmond,VA,09/25/91
Gaius,B,Aniston,St. Marys,MD,07/29/91
Wash,H,Aniston,Albany,NY,02/27/02
Hadley,M,Pitt,Washington,DC,10/07/76
Veena,I,Phasma,Charleston,SC,02/28/82
Mal,M,Tyrol,Washington,DC,03/21/93
Lady,M,Polack,Salisbury,MD,04/04/02
Gaius,R,Pitt,Washington,DC,10/24/95
Stephen,Z,Wickham,St. Marys,MD,11/19/99
Karen,J,Wickham,Washington,DC,11/10/85
Laura,P,Tyrol,Greenville,SC,02/19/81
Legolas,V,Andor,Washington,DC,01/04/97
Robb,E,Stark,Fredericksburg,VA,10/26/98
Veena,H,Wickham,Faquier,VA,01/03/90
Apollo,C,Wickham,Annapolis,MD,09/28/02
Jyn,W,Adama,Lynchburg,VA,02/04/02
Wash,R,Erso,Arlington,VA,06/23/02
Cersei,W,Ravishankar,Blacksburg,VA,01/20/75
Cassian,T,Aniston,Salisbury,MD,10/06/96
Aragorn,Q,Vale,Washington,DC,01/21/86
Poe,O,Tyrol,Harrisburg,PA,12/25/97
Finn,L,Tyrell,Columbia,SC,05/02/02
Luke,Z,Davies,Charlottesville,VA,04/05/84
Veena,S,Phasma,Blacksburg,VA,02/02/84
Darth,C,Aniston,Blacksburg,VA,04/19/98
Pippin,G,Rook,Richmond,VA,04/06/97
Jay,C,Finlayson,Wilmington,NC,03/27/61
Andrew,H,Baltar,Alexandria,VA,01/15/02
Gandalf,X,Perry,Fredericksburg,VA,09/18/88
Aragorn,L,Tyrol,Blacksburg,VA,07/29/94
Rey,B,Lannister,Washington,DC,12/07/02
Sauron,Z,Thrace,Rochester,NY,11/24/00
Brad,I,Tyrol,Columbia,SC,12/05/01
Tyrion,I,Andor,Geneva,NY,04/27/02
Tywin,I,Finlayson,Fredericksburg,VA,04/06/02
Jamie,D,Baggins,Hilton Head,SC,01/15/87
Wash,P,Phasma,Annapolis,MD,11/19/92
Baze,H,Gerrera,Brooklyn,NY,01/03/94
Aragorn,D,Ravishankar,Baltimore,MD,01/25/92
Yoda,H,Targaryen,Pittsburgh,PA,05/13/80
Jennifer,V,Gerrera,Washington,DC,11/25/02
Andrew,E,Baggins,Washington,DC,03/27/01
Bilbo,O,Thrace,Richmond,VA,02/19/87
Tyrion,D,Targaryen,Salisbury,MD,10/04/02
Gaius,O,Baggins,St. Marys,MD,10/05/88
Saul,Y,Obama,Washington,DC,06/28/92
Wash,Q,Polack,Charleston,SC,06/17/97
Katy,H,Imwe,Albany,NY,02/17/02
Steve,L,Gamgee,Spotsylvania,VA,02/26/78
Beyonce,G,Adama,Columbia,SC,03/19/99
Tywin,Q,Zeitz,Columbia,SC,09/07/78
Ian,Z,Tigh,Salisbury,MD,12/23/80
Anakin,M,Rock,Baltimore,MD,07/20/02
Jamie,O,Imwe,Washington,DC,11/12/00
Saw,X,Stark,Alexandria,VA,03/09/01
Gaius,W,Davies,Rochester,NY,07/17/00
Mal,A,Gaga,New York,NY,01/05/96
Bruce,U,Tyrol,Salisbury,MD,08/19/92
Baze,Z,Finlayson,Washington,DC,11/21/02
Laura,H,Trump,Charleston,SC,05/06/88
Cassian,V,Lannister,Columbia,SC,05/02/96
Veena,W,Trump,Fredericksburg,VA,02/10/97
Gaius,G,Stark,Washington,DC,02/07/00
Hadley,Z,Trump,York,PA,06/03/91
Tywin,X,Vale,Charlottesville,VA,12/28/91
Legolas,B,Anders,Charlottesville,VA,07/12/01
Galen,H,Baltar,Stafford,VA,11/06/02
Taylor,M,Swift,Wilmington,NC,12/22/02
Lady,N,Zeitz,Fredericksburg,VA,01/17/96
Boomer,K,Anders,Asheville,NC,07/23/94
Lady,K,Martell,Charlotte,NC,05/21/02
Luke,P,Polack,Annapolis,MD,05/01/91
Jennifer,Y,Thrace,Alexandria,VA,11/28/02
Anakin,Q,Stark,Lynchburg,VA,09/22/98
Tyrion,S,Polack,Salisbury,MD,02/02/86
Baze,X,Rook,St. Marys,MD,07/06/02
Zoe,K,Trump,Spotsylvania,VA,03/25/93
Apollo,J,Thrace,Greensboro,NC,04/03/02
Daenerys,V,Anewalt,Brooklyn,NY,06/15/93
Bilbo,N,Incredible,Lynchburg,VA,02/08/91
Laura,S,Malbus,Hershey,PA,10/30/02
Anakin,K,Lannister,Philadelphia,PA,10/08/02
Katy,T,Polack,Salisbury,MD,09/09/98
Saruman,Q,Anders,Greensboro,NC,01/18/85
Bodhi,M,Tigh,Charlottesville,VA,12/23/00
Katy,D,Targaryen,Arlington,VA,03/07/02
Cassian,E,Roslin,Wilmington,NC,04/04/00
Ian,A,Perry,Charleston,SC,05/11/93
Karen,Q,Anders,Charlotte,NC,07/04/84
Sam,Y,Rook,Spotsylvania,VA,12/13/83
Sharon,Q,Ravishankar,Harrisburg,PA,02/04/92
Yoda,W,Gamgee,Geneva,NY,10/25/02
Chirrut,U,Stark,Washington,DC,10/13/91
Galen,X,Andor,St. Marys,MD,09/26/90
Cersei,P,Greyjoy,Greensboro,NC,07/17/79
Cassian,K,Roslin,Alexandria,VA,05/12/86
Chirrut,K,Agathon,St. Marys,MD,09/15/02
Stephen,I,Gaga,Wilmington,NC,09/21/02
Karen,J,Lannister,Asheville,NC,07/05/02
Karen,D,Tarkin,Washington,DC,10/17/90
Baze,A,Imwe,Fredericksburg,VA,03/19/98
Poe,I,Thrace,Fredericksburg,VA,11/27/99
Cassian,W,Lannister,York,PA,11/13/02
Lady,X,Vale,Blacksburg,VA,04/01/85
Jessica,Y,Tigh,Alexandria,VA,06/10/02
Darth,Y,Tyrol,Charlottesville,VA,02/03/96
Frodo,Y,Andor,St. Marys,MD,05/03/72
Frodo,W,Skywalker,Fredericksburg,VA,12/19/02
Gaius,H,Zeitz,St. Marys,MD,08/23/02
Galadriel,D,Zeitz,Salisbury,MD,06/22/02
Legolas,M,Martell,Hershey,PA,01/11/02
Chirrut,P,Imwe,New York,NY,06/21/02
Yoda,T,Baltar,Fredericksburg,VA,01/08/74
Steve,O,Swift,Charleston,SC,08/29/87
Tyrion,Z,Skywalker,Richmond,VA,09/30/83
Gimli,O,Malbus,Richmond,VA,12/03/02
Natasha,Q,Tarkin,Philadelphia,PA,08/19/02
Jon,H,Targaryen,Blacksburg,VA,03/28/97
Sharon,J,Roslin,Annapolis,MD,07/19/02
Tyrion,G,Marshall,Arlington,VA,03/21/85
Galen,J,Organa,New York,NY,10/03/96
Galadriel,E,Anders,Rochester,NY,10/28/79
Karen,B,Trump,Annapolis,MD,04/22/96
Elrond,G,Rook,Charlottesville,VA,06/10/02
Wash,N,Trump,Raleigh,NC,01/01/85
Laura,A,Gerrera,St. Marys,MD,12/12/89
Saruman,T,Skywalker,Blacksburg,VA,03/19/94
Bodhi,B,Anewalt,Geneva,NY,04/07/02
Laura,W,Marshall,Rochester,NY,08/17/80
Sauron,Q,Organa,Hershey,PA,05/27/01
Obi-wan,N,Swift,Blacksburg,VA,09/30/97
Merry,P,Kenobi,Baltimore,MD,04/21/86
Bruce,P,Malbus,Baltimore,MD,04/02/95
Saw,V,Thrace,Hilton Head,SC,02/01/00
Frodo,W,Andor,Wilmington,NC,04/08/02
Natasha,H,Zeitz,Washington,DC,07/18/77
Steve,D,Swift,Richmond,VA,01/21/94
Stephen,K,Aniston,Brooklyn,NY,02/24/02
Lady,E,Roslin,Charleston,SC,02/27/99
Katy,J,Kenobi,Albany,NY,07/17/01
Rey,I,Stark,St. Marys,MD,04/09/79
Chirrut,H,Ravishankar,Salisbury,MD,03/22/02
Andrew,M,Phasma,Arlington,VA,11/26/94
Merry,J,Imwe,Geneva,NY,12/07/02
Cassian,C,Phasma,Fredericksburg,VA,04/22/87
Bruce,P,Imwe,Baltimore,MD,05/03/80
Yoda,U,Vale,Washington,DC,02/10/94
Saul,Q,Gaga,New York,NY,07/13/92
Jessica,C,Vale,Charlotte,NC,07/20/97
Brad,W,Aniston,Hershey,PA,02/24/02
Taylor,Z,Trump,St. Marys,MD,01/24/02
Galen,L,Marshall,St. Marys,MD,11/24/01
Laura,D,Finlayson,Salisbury,MD,04/14/67
Arwen,M,Stark,St. Marys,MD,03/23/97
Jamie,Q,Organa,York,PA,08/16/83
Andrew,B,Tigh,Charlottesville,VA,04/07/98
Darth,B,Roslin,Annapolis,MD,03/30/94
Poe,T,Tyrell,Hershey,PA,01/25/99
Cersei,I,Perry,Brooklyn,NY,07/30/99
Sam,K,Gamgee,Hershey,PA,04/21/73
Gaius,Z,Andor,Salisbury,MD,06/30/86
Laura,Z,Kenobi,Rochester,NY,03/12/02
Galen,I,Adama,Pittsburgh,PA,12/17/02
Tywin,J,Incredible,Blacksburg,VA,01/25/83
Frodo,S,Imwe,Washington,DC,03/24/02
Legolas,M,Andor,Fredericksburg,VA,09/29/96
Saruman,I,Tyrol,Arlington,VA,12/06/92
Lady,R,Andor,Geneva,NY,04/13/02
Bilbo,N,Anewalt,Annapolis,MD,06/13/99
Sharon,D,Kenobi,Arlington,VA,04/22/87
Cassian,P,Stark,Fredericksburg,VA,02/18/89
Merry,B,Tyrol,Faquier,VA,08/14/02
Jessica,A,Tyrell,Richmond,VA,01/19/02
Darth,T,Gerrera,Greenville,SC,01/20/02
Galadriel,V,Davies,St. Marys,MD,08/25/00
Legolas,K,Organa,Albany,NY,10/28/90
Tywin,S,Aniston,Baltimore,MD,04/19/76
Zoe,N,Anewalt,Washington,DC,04/06/02
Legolas,O,Kenobi,Blacksburg,VA,10/19/92
Yoda,A,Roslin,Albany,NY,07/20/02
Jessica,Z,Trump,Washington,DC,07/21/02
Bilbo,L,Adama,Richmond,VA,06/09/73
Poe,I,Tyrell,Annapolis,MD,05/08/02
Tony,L,Trump,Richmond,VA,02/28/02
Jennifer,N,Rook,Salisbury,MD,05/16/02
Legolas,I,Baltar,York,PA,02/10/02
Galadriel,I,Pitt,Charlotte,NC,08/18/84
Wash,L,Marshall,Fredericksburg,VA,11/16/98
Andrew,E,Baltar,Salisbury,MD,08/08/02
Karen,L,Rook,Brooklyn,NY,10/19/02
Zoe,T,Tigh,New York,NY,12/10/95
Baze,Z,Baltar,Alexandria,VA,11/05/97
Poe,W,Phasma,Blacksburg,VA,07/28/89
Wash,K,Skywalker,Annapolis,MD,05/03/02
Aragorn,N,Polack,Asheville,NC,05/09/92
Stephen,O,Anders,Salisbury,MD,09/21/00
Gandalf,M,Gamgee,Charleston,SC,04/25/86
Merry,M,Baltar,Salisbury,MD,12/27/02
Saul,C,Ravishankar,Lynchburg,VA,01/23/95
Robb,B,Phasma,Faquier,VA,12/10/86
Saul,Z,Trump,Hilton Head,SC,12/12/95
Mal,G,Zeitz,Salisbury,MD,04/22/02
Gandalf,P,Aniston,Fredericksburg,VA,12/29/02
Tyrion,M,Tyrol,York,PA,08/02/90
Yoda,E,Gaga,St. Marys,MD,08/05/93
Poe,U,Imwe,Richmond,VA,10/07/76
Natasha,R,Ravishankar,Wilmington,NC,05/17/02
Darth,C,Polack,Philadelphia,PA,11/20/02
Aragorn,Z,Tarkin,Charlottesville,VA,08/23/93
Baze,K,Baltar,Baltimore,MD,12/19/93
Katy,P,Trump,Alexandria,VA,08/12/58
Frodo,O,Tigh,Geneva,NY,06/26/02
Veena,B,Adama,Greenville,SC,03/28/81
Sam,Y,Roslin,Charlottesville,VA,06/13/98
Pippin,B,Andor,Salisbury,MD,05/29/02
Matt,R,Ravishankar,Fredericksburg,VA,06/30/02
Laura,Z,Rock,Asheville,NC,01/24/00
Apollo,L,Tarkin,Fredericksburg,VA,06/01/94
Katy,Z,Finlayson,Baltimore,MD,04/13/97
Gandalf,O,Stark,Alexandria,VA,08/23/89
Katy,N,Adama,Washington,DC,03/08/02
Lady,H,Adama,Philadelphia,PA,06/27/97
Tony,S,Tigh,Geneva,NY,10/25/86
Anakin,Y,Gamgee,Charlottesville,VA,03/03/02
Karen,G,Zeitz,Annapolis,MD,06/04/89
Elrond,S,Rock,Lynchburg,VA,02/01/98
Katy,P,Lannister,Wilmington,NC,02/17/02
Jyn,A,Baggins,Albany,NY,03/08/01
Bruce,I,Imwe,Blacksburg,VA,04/24/92
Aragorn,C,Perry,Annapolis,MD,11/11/02
Sam,G,Rock,Greenville,SC,01/20/92
Saruman,J,Roslin,Philadelphia,PA,02/15/02
Zoe,X,Agathon,St. Marys,MD,06/19/02
Gaius,H,Stark,Salisbury,MD,11/20/02
Anakin,E,Swift,Philadelphia,PA,07/02/02
Gandalf,H,Thrace,Harrisburg,PA,02/17/00
Legolas,E,Swift,Washington,DC,07/15/02
Ian,Q,Baggins,Arlington,VA,04/14/02
Veena,J,Erso,Albany,NY,03/30/02
Galen,G,Obama,Spotsylvania,VA,08/28/98
Tywin,E,Polack,Asheville,NC,12/15/02
Beyonce,A,Marshall,Harrisburg,PA,04/15/02
Poe,M,Organa,Stafford,VA,12/03/02
Jay,P,Zeitz,Charleston,SC,09/30/93
Gaius,Y,Baggins,Arlington,VA,06/11/92
Daenerys,Q,Kenobi,Wilmington,NC,03/11/80
Jon,D,Finlayson,Washington,DC,01/22/77
Galen,Z,Finlayson,Fredericksburg,VA,11/30/97
Cassian,K,Erso,York,PA,09/12/02
Ian,T,Tarkin,York,PA,02/06/02
Bilbo,Y,Stark,Blacksburg,VA,04/24/02
Cassian,G,Obama,Hilton Head,SC,09/28/89
Jessica,O,Tyrol,Baltimore,MD,09/05/94
Natasha,I,Rock,Hilton Head,SC,04/15/02
Aragorn,L,Polack,Baltimore,MD,01/02/98
Veena,V,Obama,Columbia,SC,01/27/91
Bodhi,B,Wickham,Lynchburg,VA,06/21/97
Mal,J,Targaryen,Stafford,VA,07/04/94
Cersei,L,Vale,Washington,DC,06/17/91
Gimli,S,Phasma,Asheville,NC,04/22/76
Halo,C,Adama,Arlington,VA,11/11/02
Yoda,S,Rook,New York,NY,07/16/02
Jennifer,G,Perry,St. Marys,MD,04/22/96
Darth,B,Pitt,Arlington,VA,09/14/02
Matt,V,Davies,Albany,NY,10/27/80
Saul,C,Polack,Faquier,VA,07/30/02
Wash,S,Malbus,New York,NY,10/03/99
Yoda,W,Zeitz,Alexandria,VA,10/10/02
Taylor,E,Polack,Asheville,NC,01/17/94
Taylor,O,Vale,Wilmington,NC,06/11/99
Legolas,Q,Agathon,Columbia,SC,12/08/02
Katy,W,Perry,Greensboro,NC,08/12/84
Boomer,K,Aniston,Salisbury,MD,02/11/98
Katy,C,Andor,Arlington,VA,07/23/02
Obi-wan,G,Ravishankar,Salisbury,MD,11/02/91
Bruce,E,Trump,Blacksburg,VA,02/13/02
Baze,D,Polack,Baltimore,MD,02/09/02
Hadley,S,Gerrera,Charleston,SC,08/04/02
Robb,E,Adama,Annapolis,MD,07/24/80
Luke,A,Baltar,St. Marys,MD,12/18/01
Bilbo,C,Zeitz,St. Marys,MD,08/28/80
Galen,V,Gamgee,Asheville,NC,11/12/02
Boomer,O,Erso,Lynchburg,VA,07/24/96
Karen,D,Aniston,Arlington,VA,09/10/95
Natasha,Y,Polack,Hilton Head,SC,04/03/01
Saul,X,Martell,Hershey,PA,12/30/00
Karen,N,Anders,Brooklyn,NY,04/24/91
Arwen,T,Phasma,Charlotte,NC,01/25/02
Anakin,X,Anewalt,Charlottesville,VA,10/14/84
Sam,U,Perry,Hershey,PA,01/05/02
Katy,M,Martell,Washington,DC,11/08/93
Steve,P,Finlayson,Richmond,VA,01/29/95
Bilbo,D,Wickham,Fredericksburg,VA,01/24/91
Chirrut,Z,Tigh,Charleston,SC,08/10/02
Brad,M,Gerrera,Washington,DC,03/11/96
Apollo,M,Aniston,Washington,DC,06/01/95
Jyn,J,Erso,Salisbury,MD,05/20/98
Wash,B,Trump,Fredericksburg,VA,12/14/77
Laura,U,Tarkin,St. Marys,MD,04/13/02
Brad,B,Gerrera,Arlington,VA,01/02/88
Galen,Z,Andor,Brooklyn,NY,05/16/90
Karen,C,Kenobi,Lynchburg,VA,02/10/02
Galen,P,Skywalker,Raleigh,NC,08/27/02
Galadriel,A,Thrace,Philadelphia,PA,06/24/02
Yoda,N,Malbus,Washington,DC,01/19/99
Anakin,G,Aniston,Blacksburg,VA,02/28/02
Galen,N,Tigh,St. Marys,MD,07/04/75
Sharon,M,Obama,Charlottesville,VA,05/19/88
Galen,O,Tyrol,St. Marys,MD,06/05/02
Arwen,X,Swift,Blacksburg,VA,04/28/85
Saul,L,Aniston,Faquier,VA,05/21/92
Elrond,D,Kenobi,Albany,NY,07/23/76
Luke,J,Rook,Arlington,VA,02/28/89
Karen,L,Polack,New York,NY,02/08/85
Brad,C,Incredible,Rochester,NY,04/25/89
Cersei,K,Targaryen,Arlington,VA,03/30/02
Luke,P,Gaga,Blacksburg,VA,07/03/02
Chirrut,K,Imwe,Annapolis,MD,04/18/02
Jennifer,K,Malbus,Spotsylvania,VA,01/29/90
Stephen,I,Davies,Columbia,SC,07/29/00
Pippin,K,Tyrell,Washington,DC,01/28/93
Pippin,C,Targaryen,Hilton Head,SC,01/29/91
Legolas,Z,Kenobi,Stafford,VA,02/12/02
Apollo,D,Kenobi,Blacksburg,VA,06/20/02
Sauron,H,Skywalker,Blacksburg,VA,06/04/02
Jessica,D,Thrace,Philadelphia,PA,11/20/82
Sam,X,Tyrol,Hershey,PA,04/28/97
Jennifer,R,Aniston,Hilton Head,SC,09/16/02
Jennifer,X,Tyrell,Hershey,PA,06/30/85
Zoe,H,Perry,Greenville,SC,09/06/02
Boomer,B,Tigh,Greenville,SC,12/10/94
Finn,G,Thrace,Greenville,SC,11/17/71
Sauron,Y,Obama,Arlington,VA,09/16/95
Elrond,B,Wickham,Charleston,SC,04/13/02
Halo,W,Thrace,Spotsylvania,VA,11/26/74
Laura,C,Baggins,Salisbury,MD,05/18/89
Saul,P,Stark,Pittsburgh,PA,12/17/86
Galen,Z,Agathon,Columbia,SC,05/20/85
Saruman,N,Finlayson,Salisbury,MD,10/30/02
Andrew,N,Organa,Fredericksburg,VA,08/01/87
Taylor,V,Marshall,Pittsburgh,PA,12/08/99
Wash,R,Ravishankar,Arlington,VA,02/23/94
Taylor,J,Pitt,Columbia,SC,12/28/02
Sauron,S,Davies,York,PA,06/30/93
Legolas,U,Gamgee,Washington,DC,04/12/94
Veena,E,Roslin,Alexandria,VA,04/26/96
Rey,B,Davies,Washington,DC,01/13/86
Cassian,C,Davies,Rochester,NY,02/01/90
Zoe,G,Finlayson,Salisbury,MD,10/18/88
Pippin,O,Perry,Baltimore,MD,10/28/02
Matt,J,Greyjoy,Baltimore,MD,01/15/78
Bilbo,C,Gerrera,Baltimore,MD,06/29/98
Bodhi,K,Malbus,Columbia,SC,10/23/97
Chirrut,A,Greyjoy,Harrisburg,PA,05/25/79
Stephen,H,Gamgee,Brooklyn,NY,12/18/02
Jon,J,Polack,Alexandria,VA,10/17/00
Sam,U,Anders,Hershey,PA,01/12/02
Halo,L,Greyjoy,Annapolis,MD,02/02/02
Tony,Q,Anders,Blacksburg,VA,09/21/88
Darth,A,Andor,Alexandria,VA,02/09/97
Daenerys,L,Gaga,Arlington,VA,09/05/94
Gandalf,Z,Martell,Washington,DC,09/11/68
Matt,L,Tarkin,Annapolis,MD,08/03/01
Cersei,J,Baltar,Philadelphia,PA,07/14/62
Katy,T,Obama,Blacksburg,VA,06/01/02
Veena,J,Andor,Fredericksburg,VA,11/20/02
Gaius,E,Wickham,Greensboro,NC,09/06/81
Natasha,C,Finlayson,Blacksburg,VA,08/05/92
Boomer,H,Erso,Hilton Head,SC,02/17/96
Boomer,L,Martell,Faquier,VA,05/07/94
Saul,M,Rook,Salisbury,MD,03/22/02
Sharon,I,Stark,Philadelphia,PA,01/07/83
Legolas,B,Organa,Annapolis,MD,09/18/85
Galadriel,J,Skywalker,Philadelphia,PA,01/15/02
Darth,Z,Kenobi,Columbia,SC,04/07/02
Sam,C,Finlayson,Baltimore,MD,12/23/02
Karen,O,Adama,Washington,DC,09/02/02
Apollo,E,Pitt,Alexandria,VA,12/23/65
Chirrut,P,Lannister,Charlottesville,VA,07/25/95
Sam,E,Gerrera,Salisbury,MD,07/30/89
Lady,N,Baltar,Charlotte,NC,02/13/92
Saw,H,Gamgee,Greensboro,NC,06/26/02
Aragorn,W,Perry,Annapolis,MD,07/20/90
Bruce,Z,Roslin,Columbia,SC,04/04/02
Yoda,H,Lannister,Baltimore,MD,05/09/87
Bodhi,D,Perry,Stafford,VA,12/16/01
Gaius,G,Phasma,Charlotte,NC,06/13/96
Matt,S,Erso,Salisbury,MD,05/17/90
Karen,N,Kenobi,Brooklyn,NY,01/09/91
Luke,M,Thrace,Baltimore,MD,11/03/02
Andrew,Q,Gaga,Blacksburg,VA,04/09/96
